chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
10,TOUCH,brush,"Millcote, ——shire; I brushed up my recollections of the map of England; yes, I saw it; both the shire and the town.",14379,14494
10,SIGHT,note,"A note was accordingly addressed to that lady, who returned for answer, that “I might do as I pleased: she had long relinquished all interference in my affairs.”",15797,15958
10,SOUND,note,"A note was accordingly addressed to that lady, who returned for answer, that “I might do as I pleased: she had long relinquished all interference in my affairs.”",15797,15958
10,SIGHT,note,"This note went the round of the committee, and at last, after what appeared to me most tedious delay, formal leave was given me to better my condition if I could; and an assurance added, that as I had always conducted myself well, both as teacher and pupil, at Lowood, a testimonial of character and capacity, signed by the inspectors of that institution, should forthwith be furnished me.",15959,16350
10,SOUND,note,"This note went the round of the committee, and at last, after what appeared to me most tedious delay, formal leave was given me to better my condition if I could; and an assurance added, that as I had always conducted myself well, both as teacher and pupil, at Lowood, a testimonial of character and capacity, signed by the inspectors of that institution, should forthwith be furnished me.",15959,16350
10,SIGHT,see,"I had brushed my black stuff travelling-dress, prepared my bonnet, gloves, and muff; sought in all my drawers to see that no article was left behind; and now having nothing more to do, I sat down and tried to rest.",17041,17255
10,TOUCH,brush,"I had brushed my black stuff travelling-dress, prepared my bonnet, gloves, and muff; sought in all my drawers to see that no article was left behind; and now having nothing more to do, I sat down and tried to rest.",17041,17255
10,SIGHT,see,"“Did she send you here, Bessie?” “No, indeed: but I have long wanted to see you, and when I heard that there had been a letter from you, and that you were going to another part of the country, I thought I’d just set off, and get a look at you before you were quite out of my reach.” “I am afraid you are disappointed in me, Bessie.”",20377,20711
10,SOUND,hear,"“Did she send you here, Bessie?” “No, indeed: but I have long wanted to see you, and when I heard that there had been a letter from you, and that you were going to another part of the country, I thought I’d just set off, and get a look at you before you were quite out of my reach.” “I am afraid you are disappointed in me, Bessie.”",20377,20711
10,SIGHT,look,"“Did she send you here, Bessie?” “No, indeed: but I have long wanted to see you, and when I heard that there had been a letter from you, and that you were going to another part of the country, I thought I’d just set off, and get a look at you before you were quite out of my reach.” “I am afraid you are disappointed in me, Bessie.”",20377,20711
11,SIGHT,light,"All this is visible to you by the light of an oil lamp hanging from the ceiling, and by that of an excellent fire, near which I sit in my cloak and bonnet; my muff and umbrella lie on the table, and I am warming away the numbness and chill contracted by sixteen hours’ exposure to the rawness of an October day: I left Lowton at four o’clock A.M., and the Millcote town clock is now just striking eight.",443,848
11,TOUCH,chill,"All this is visible to you by the light of an oil lamp hanging from the ceiling, and by that of an excellent fire, near which I sit in my cloak and bonnet; my muff and umbrella lie on the table, and I am warming away the numbness and chill contracted by sixteen hours’ exposure to the rawness of an October day: I left Lowton at four o’clock A.M., and the Millcote town clock is now just striking eight.",443,848
11,SIGHT,look,"I thought when the coach stopped here there would be some one to meet me; I looked anxiously round as I descended the wooden steps the “boots” placed for my convenience, expecting to hear my name pronounced, and to see some description of carriage waiting to convey me to Thornfield.",931,1214
11,SOUND,hear,"I thought when the coach stopped here there would be some one to meet me; I looked anxiously round as I descended the wooden steps the “boots” placed for my convenience, expecting to hear my name pronounced, and to see some description of carriage waiting to convey me to Thornfield.",931,1214
11,SIGHT,see,"I thought when the coach stopped here there would be some one to meet me; I looked anxiously round as I descended the wooden steps the “boots” placed for my convenience, expecting to hear my name pronounced, and to see some description of carriage waiting to convey me to Thornfield.",931,1214
11,SIGHT,see,"We were now, as far as I could see, on a sort of common; but there were houses scattered all over the district; I felt we were in a different region to Lowood, more populous, less picturesque; more stirring, less romantic.",4114,4338
11,TOUCH,feel,"We were now, as far as I could see, on a sort of common; but there were houses scattered all over the district; I felt we were in a different region to Lowood, more populous, less picturesque; more stirring, less romantic.",4114,4338
11,SIGHT,look,"Again I looked out: we were passing a church; I saw its low broad tower against the sky, and its bell was tolling a quarter; I saw a narrow galaxy of lights too, on a hillside, marking a village or hamlet.",4572,4777
11,SIGHT,see,"Again I looked out: we were passing a church; I saw its low broad tower against the sky, and its bell was tolling a quarter; I saw a narrow galaxy of lights too, on a hillside, marking a village or hamlet.",4572,4777
11,SOUND,toll,"Again I looked out: we were passing a church; I saw its low broad tower against the sky, and its bell was tolling a quarter; I saw a narrow galaxy of lights too, on a hillside, marking a village or hamlet.",4572,4777
11,SIGHT,see,"Again I looked out: we were passing a church; I saw its low broad tower against the sky, and its bell was tolling a quarter; I saw a narrow galaxy of lights too, on a hillside, marking a village or hamlet.",4572,4777
11,SIGHT,light,"Again I looked out: we were passing a church; I saw its low broad tower against the sky, and its bell was tolling a quarter; I saw a narrow galaxy of lights too, on a hillside, marking a village or hamlet.",4572,4777
11,SIGHT,gaze,"When Mrs. Fairfax had bidden me a kind good-night, and I had fastened my door, gazed leisurely round, and in some measure effaced the eerie impression made by that wide hall, that dark and spacious staircase, and that long, cold gallery, by the livelier aspect of my little room, I remembered that, after a day of bodily fatigue and mental anxiety, I was now at last in safe haven.",11101,11482
11,SIGHT,aspect,"When Mrs. Fairfax had bidden me a kind good-night, and I had fastened my door, gazed leisurely round, and in some measure effaced the eerie impression made by that wide hall, that dark and spacious staircase, and that long, cold gallery, by the livelier aspect of my little room, I remembered that, after a day of bodily fatigue and mental anxiety, I was now at last in safe haven.",11101,11482
11,TOUCH,cold,"When Mrs. Fairfax had bidden me a kind good-night, and I had fastened my door, gazed leisurely round, and in some measure effaced the eerie impression made by that wide hall, that dark and spacious staircase, and that long, cold gallery, by the livelier aspect of my little room, I remembered that, after a day of bodily fatigue and mental anxiety, I was now at last in safe haven.",11101,11482
11,SIGHT,figure,"I sometimes regretted that I was not handsomer; I sometimes wished to have rosy cheeks, a straight nose, and small cherry mouth; I desired to be tall, stately, and finely developed in figure; I felt it a misfortune that I was so little, so pale, and had features so irregular and so marked.",12976,13266
11,TOUCH,feel,"I sometimes regretted that I was not handsomer; I sometimes wished to have rosy cheeks, a straight nose, and small cherry mouth; I desired to be tall, stately, and finely developed in figure; I felt it a misfortune that I was so little, so pale, and had features so irregular and so marked.",12976,13266
11,SIGHT,look,"Traversing the long and matted gallery, I descended the slippery steps of oak; then I gained the hall: I halted there a minute; I looked at some pictures on the walls (one, I remember, represented a grim man in a cuirass, and one a lady with powdered hair and a pearl necklace), at a bronze lamp pendent from the ceiling, at a great clock whose case was of oak curiously carved, and ebon black with time and rubbing.",13902,14319
11,TOUCH,rub,"Traversing the long and matted gallery, I descended the slippery steps of oak; then I gained the hall: I halted there a minute; I looked at some pictures on the walls (one, I remember, represented a grim man in a cuirass, and one a lady with powdered hair and a pearl necklace), at a bronze lamp pendent from the ceiling, at a great clock whose case was of oak curiously carved, and ebon black with time and rubbing.",13902,14319
11,SIGHT,prospect,"I was yet enjoying the calm prospect and pleasant fresh air, yet listening with delight to the cawing of the rooks, yet surveying the wide, hoary front of the hall, and thinking what a great place it was for one lonely little dame like Mrs. Fairfax to inhabit, when that lady appeared at the door.",15743,16042
11,SOUND,listen,"I was yet enjoying the calm prospect and pleasant fresh air, yet listening with delight to the cawing of the rooks, yet surveying the wide, hoary front of the hall, and thinking what a great place it was for one lonely little dame like Mrs. Fairfax to inhabit, when that lady appeared at the door.",15743,16042
11,SIGHT,survey,"I was yet enjoying the calm prospect and pleasant fresh air, yet listening with delight to the cawing of the rooks, yet surveying the wide, hoary front of the hall, and thinking what a great place it was for one lonely little dame like Mrs. Fairfax to inhabit, when that lady appeared at the door.",15743,16042
11,SOUND,hear,"“Did you not know he was called Rochester?” Of course I did not—I had never heard of him before; but the old lady seemed to regard his existence as a universally understood fact, with which everybody must be acquainted by instinct.",16636,16870
11,SIGHT,regard,"“Did you not know he was called Rochester?” Of course I did not—I had never heard of him before; but the old lady seemed to regard his existence as a universally understood fact, with which everybody must be acquainted by instinct.",16636,16870
11,SOUND,hear,"She came and shook hands with me when she heard that I was her governess; and as I led her in to breakfast, I addressed some phrases to her in her own tongue: she replied briefly at first, but after we were seated at the table, and she had examined me some ten minutes with her large hazel eyes, she suddenly commenced chattering fluently.",19608,19949
11,SIGHT,examine,"She came and shook hands with me when she heard that I was her governess; and as I led her in to breakfast, I addressed some phrases to her in her own tongue: she replied briefly at first, but after we were seated at the table, and she had examined me some ten minutes with her large hazel eyes, she suddenly commenced chattering fluently.",19608,19949
11,SIGHT,eye,"She came and shook hands with me when she heard that I was her governess; and as I led her in to breakfast, I addressed some phrases to her in her own tongue: she replied briefly at first, but after we were seated at the table, and she had examined me some ten minutes with her large hazel eyes, she suddenly commenced chattering fluently.",19608,19949
11,SOUND,hear,The subject seemed strangely chosen for an infant singer; but I suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood; and in very bad taste that point was: at least I thought so.,22564,22808
11,SIGHT,note,The subject seemed strangely chosen for an infant singer; but I suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood; and in very bad taste that point was: at least I thought so.,22564,22808
11,SOUND,note,The subject seemed strangely chosen for an infant singer; but I suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood; and in very bad taste that point was: at least I thought so.,22564,22808
11,TASTE,taste,The subject seemed strangely chosen for an infant singer; but I suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood; and in very bad taste that point was: at least I thought so.,22564,22808
11,SIGHT,observe,"“Why, Miss Eyre, though Mr. Rochester’s visits here are rare, they are always sudden and unexpected; and as I observed that it put him out to find everything swathed up, and to have a bustle of arrangement on his arrival, I thought it best to keep the rooms in readiness.” “Is Mr. Rochester an exacting, fastidious sort of man?” “Not particularly so; but he has a gentleman’s tastes and habits, and he expects to have things managed in conformity to them.”",27199,27659
11,TASTE,taste,"“Why, Miss Eyre, though Mr. Rochester’s visits here are rare, they are always sudden and unexpected; and as I observed that it put him out to find everything swathed up, and to have a bustle of arrangement on his arrival, I thought it best to keep the rooms in readiness.” “Is Mr. Rochester an exacting, fastidious sort of man?” “Not particularly so; but he has a gentleman’s tastes and habits, and he expects to have things managed in conformity to them.”",27199,27659
11,SIGHT,look,"I lingered in the long passage to which this led, separating the front and back rooms of the third storey: narrow, low, and dim, with only one little window at the far end, and looking, with its two rows of small black doors all shut, like a corridor in some Bluebeard’s castle.",32844,33124
11,SMELL,linger,"I lingered in the long passage to which this led, separating the front and back rooms of the third storey: narrow, low, and dim, with only one little window at the far end, and looking, with its two rows of small black doors all shut, like a corridor in some Bluebeard’s castle.",32844,33124
11,SOUND,hear,"I really did not expect any Grace to answer; for the laugh was as tragic, as preternatural a laugh as any I ever heard; and, but that it was high noon, and that no circumstance of ghostliness accompanied the curious cachinnation; but that neither scene nor season favoured fear, I should have been superstitiously afraid.",34075,34396
11,SIGHT,scene,"I really did not expect any Grace to answer; for the laugh was as tragic, as preternatural a laugh as any I ever heard; and, but that it was high noon, and that no circumstance of ghostliness accompanied the curious cachinnation; but that neither scene nor season favoured fear, I should have been superstitiously afraid.",34075,34396
12,SIGHT,regard,"I felt a conscientious solicitude for Adèle’s welfare and progress, and a quiet liking for her little self: just as I cherished towards Mrs. Fairfax a thankfulness for her kindness, and a pleasure in her society proportionate to the tranquil regard she had for me, and the moderation of her mind and character.",1477,1789
12,TOUCH,feel,"I felt a conscientious solicitude for Adèle’s welfare and progress, and a quiet liking for her little self: just as I cherished towards Mrs. Fairfax a thankfulness for her kindness, and a pleasure in her society proportionate to the tranquil regard she had for me, and the moderation of her mind and character.",1477,1789
12,SIGHT,look,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,look,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,vision,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SOUND,hear,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,see,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,note,"I was a mile from Thornfield, in a lane noted for wild roses in summer, for nuts and blackberries in autumn, and even now possessing a few coral treasures in hips and haws, but whose best winter delight lay in its utter solitude and leafless repose.",7217,7466
12,SOUND,note,"I was a mile from Thornfield, in a lane noted for wild roses in summer, for nuts and blackberries in autumn, and even now possessing a few coral treasures in hips and haws, but whose best winter delight lay in its utter solitude and leafless repose.",7217,7466
12,SOUND,breath,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SOUND,sound,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SMELL,breath,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SIGHT,look,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SOUND,hear,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SOUND,murmur,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SIGHT,sight,"It was very near, but not yet in sight; when, in addition to the tramp, tramp, I heard a rush under the hedge, and close down by the hazel stems glided a great dog, whose black and white colour made him a distinct object against the trees.",10344,10583
12,SOUND,hear,"It was very near, but not yet in sight; when, in addition to the tramp, tramp, I heard a rush under the hedge, and close down by the hazel stems glided a great dog, whose black and white colour made him a distinct object against the trees.",10344,10583
12,SIGHT,see,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,hear,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,groan,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,echo,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,sound,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,sound,"The traveller now, stooping, felt his foot and leg, as if trying whether they were sound; apparently something ailed them, for he halted to the stile",12586,12735
12,TOUCH,feel,"The traveller now, stooping, felt his foot and leg, as if trying whether they were sound; apparently something ailed them, for he halted to the stile",12586,12735
12,SIGHT,see,"“If you are hurt, and want help, sir, I can fetch some one either from Thornfield Hall or from Hay.” “Thank you: I shall do: I have no broken bones,—only a sprain;” and again he stood up and tried his foot, but the result extorted an involuntary “Ugh!” Something of daylight still lingered, and the moon was waxing bright: I could see him plainly.",12876,13225
12,SMELL,linger,"“If you are hurt, and want help, sir, I can fetch some one either from Thornfield Hall or from Hay.” “Thank you: I shall do: I have no broken bones,—only a sprain;” and again he stood up and tried his foot, but the result extorted an involuntary “Ugh!” Something of daylight still lingered, and the moon was waxing bright: I could see him plainly.",12876,13225
12,SIGHT,figure,"His figure was enveloped in a riding cloak, fur collared and steel clasped; its details were not apparent, but I traced the general points of middle height and considerable breadth of chest.",13226,13417
12,TOUCH,clasp,"His figure was enveloped in a riding cloak, fur collared and steel clasped; its details were not apparent, but I traced the general points of middle height and considerable breadth of chest.",13226,13417
12,SIGHT,see,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,TOUCH,feel,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,TOUCH,roughness,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,SIGHT,look,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,listen,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,see,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,hear,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,glance,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,murmur,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,eye,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,light,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SMELL,waft,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,see,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,eye,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,look,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,view,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SMELL,linger,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SMELL,linger,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,TOUCH,tremble,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,TOUCH,tremble,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,glance,"This ruddy shine issued from the great dining-room, whose two-leaved door stood open, and showed a genial fire in the grate, glancing on marble hearth and brass fire-irons, and revealing purple draperies and polished furniture, in the most pleasant radiance.",21212,21470
12,TOUCH,grate,"This ruddy shine issued from the great dining-room, whose two-leaved door stood open, and showed a genial fire in the grate, glancing on marble hearth and brass fire-irons, and revealing purple draperies and polished furniture, in the most pleasant radiance.",21212,21470
12,SIGHT,look,"I caressed him, and he wagged his great tail; but he looked an eerie creature to be alone with, and I could not tell whence he had come.",22064,22200
